resource_id,family,project_title,resource_label,google_type,public_state,url_status,http_status,recommended_public_action,preservation_action,offline_match_status,offline_best_path,offline_best_role,offline_best_score,offline_best_ext,offline_best_size_bytes,offline_best_sha256,local_source_paths,context_source_file,primary_source,source_line,fields,url,final_url,google_file_id,future_sync_action,offline_candidate_paths,notes
"rpm-0299","Social / Some Work","Inbound sales techniques overview","Square","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg","artifact_candidate","32",".jpg","255253","27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df","","","assets/js/some_work_data.js","1746","text-url","https://drive.google.com/file/d/1f4V7PoNJcQK4FxY4-o-ar0pKWXRmPDlu/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1f4V7PoNJcQK4FxY4-o-ar0pKWXRmPDlu%26export%3Ddownload&dsh=S1178242601%3A1783943911247072&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1f4V7PoNJcQK4FxY4-o-ar0pKWXRmPDlu%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxunM7I6MjcpN4xdBGASag5r6BXTUNthIKajp1M4uaSljbJJD5XYbzinmKTWkruhlcwqWN6Jjg","1f4V7PoNJcQK4FxY4-o-ar0pKWXRmPDlu","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (26, artifact_candidate)",""
"rpm-0300","Social / Some Work","The 32 Best Newsletter Tools (2021) | The Complete List: 32 of the Most Effective Data Analysis Tools","Article","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Writing/Archived_PDFs/Social Media Trends for 2020 (Marketing Edition) - Taylor [PDF].pdf","artifact_candidate","34",".pdf","191259","43a01a2477660d67f2140b114feb7c3f811af594bd0fc1d8fb8e64b446cb6607","","","assets/js/some_work_data.js","1243","text-url","https://drive.google.com/file/d/1F541A_308kXuS9BeG1ybSq_9ClUYZl7T/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1F541A_308kXuS9BeG1ybSq_9ClUYZl7T%26export%3Ddownload&dsh=S1914323719%3A1783943909370166&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1F541A_308kXuS9BeG1ybSq_9ClUYZl7T%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxuGVtxL7PY81jY4gbPY32YAaEERN9QnqmDSuKjbYA_m2LSpbMmMl3ejX915O7QptcRMOpqarQ","1F541A_308kXuS9BeG1ybSq_9ClUYZl7T","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Writing/Archived_PDFs/Social Media Trends for 2020 (Marketing Edition) - Taylor [PDF].pdf (34, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate) | Ref Docs/Work/Writing/Archived_PDFs/AI in Social Media - Taylor [PDF].pdf (29, artifact_candidate)",""
"rpm-0301","Social / Some Work","Paid Social Ads ROI, Budgeting, and Forecasting (Falcon.io) | ContactPigeon: MarTech trends 2022 roundup","Square | Article","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","29",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","6321","text-url","https://drive.google.com/file/d/1fAT4WSfSnK2-ZC_xoB-x8LkrdXLasR7Y/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fAT4WSfSnK2-ZC_xoB-x8LkrdXLasR7Y%26export%3Ddownload&dsh=S-2061722868%3A1783943919693885&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fAT4WSfSnK2-ZC_xoB-x8LkrdXLasR7Y%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxuL3PTED7gSp_ypJTBS6qNwBuOASSGUTNf9-_0ui1g8o7qM__Hxm2z36RwvQlTMlYL66TQpaQ","1fAT4WSfSnK2-ZC_xoB-x8LkrdXLasR7Y","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
"rpm-0302","Social / Some Work","Meet the Team: Andy Parker","Vertical | Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","2709","text-url","https://drive.google.com/file/d/1Fddx-dJeBqS6-B8RXKqPKJR7NpTOM87H/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1Fddx-dJeBqS6-B8RXKqPKJR7NpTOM87H%26export%3Ddownload&dsh=S-217459539%3A1783943912925416&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1Fddx-dJeBqS6-B8RXKqPKJR7NpTOM87H%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxvFHXjmc7ySDO4zGaJrop-Kj-sPhiBDUsvV_0fGg0hpUK3ClRzPQHuGc6nloNUKwqNvAWbf","1Fddx-dJeBqS6-B8RXKqPKJR7NpTOM87H","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0303","Social / Some Work","New Client Alert: Marda Swimwear","Square | Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","36",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","6462","text-url","https://drive.google.com/file/d/1fk4fejd_kUg9KeGPI2zdgIp12vdKFpRQ/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fk4fejd_kUg9KeGPI2zdgIp12vdKFpRQ%26export%3Ddownload&dsh=S1178242601%3A1783943919918579&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fk4fejd_kUg9KeGPI2zdgIp12vdKFpRQ%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxsV5ljnnatp8rIcxB-VBXe_V1MPkadtH-EeY__090qohkiVMe5JZIrfJSfVfH_s6Ms5mZfE7A","1fk4fejd_kUg9KeGPI2zdgIp12vdKFpRQ","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (36, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/SocialMediaManageren.png (24, artifact_candidate)",""
"rpm-0304","Social / Some Work","Meet Dziugas, Graphics Designer Intern","Square | Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","2200","text-url","https://drive.google.com/file/d/1FNI4ESs0oC00Ct-py7sllilCagEguinj/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FNI4ESs0oC00Ct-py7sllilCagEguinj%26export%3Ddownload&dsh=S-1693982783%3A1783943911582937&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FNI4ESs0oC00Ct-py7sllilCagEguinj%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxvTgcJTmQzbWQBqZAbCjqwjE5rvFxrKwCZaV4aZzp4kw5tetj5Q--YTBkiL8CuBjzdV_Cyabw","1FNI4ESs0oC00Ct-py7sllilCagEguinj","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0305","Social / Some Work","Meet the Team: Pauline | Meet the Team: Elena","Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif","artifact_candidate","35",".jfif","36003","7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46","","","assets/js/some_work_data.js","2863","text-url","https://drive.google.com/file/d/1FOACvndq2BFJA_HODDaxkO_OC_FSI-m1/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FOACvndq2BFJA_HODDaxkO_OC_FSI-m1%26export%3Ddownload&dsh=S-1962494319%3A1783943913541977&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FOACvndq2BFJA_HODDaxkO_OC_FSI-m1%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxuaR2BzElAvFbspCFmkzloQC2ivodjDPLN_8PEDHI0ynkNUP9jKMuXxg9v6eFl0xds8_sAx-Q","1FOACvndq2BFJA_HODDaxkO_OC_FSI-m1","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (35, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (35, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/SocialMediaManageren19.png (24, artifact_candidate)",""
"rpm-0306","Social / Some Work","Meet the Team: Elena","Square | Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif","artifact_candidate","35",".jfif","36003","7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46","","","assets/js/some_work_data.js","2844","text-url","https://drive.google.com/file/d/1fQjDuItlOPWbvjptVbPsxALVtBKfkgXG/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fQjDuItlOPWbvjptVbPsxALVtBKfkgXG%26export%3Ddownload&dsh=S-2061722868%3A1783943913489809&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fQjDuItlOPWbvjptVbPsxALVtBKfkgXG%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxt-sD7Y8SOZ2476DbXJofgEeiHT21V0H9sX60FtBuPehdiR-ynLivaIMEjEJwj0sRYrKREN4A","1fQjDuItlOPWbvjptVbPsxALVtBKfkgXG","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (35, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (35, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/SocialMediaManageren19.png (24, artifact_candidate)",""
"rpm-0307","Social / Some Work","Focus on customer needs","Square | Vertical","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","3767","text-url","https://drive.google.com/file/d/1FqTQWySizCiZJPtfFt9mpGFV4K0RSHMv/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FqTQWySizCiZJPtfFt9mpGFV4K0RSHMv%26export%3Ddownload&dsh=S570785647%3A1783943915339898&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FqTQWySizCiZJPtfFt9mpGFV4K0RSHMv%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxtKWw96KEjGcmk8QuCO4z8Du-T9Krh14dTTCtBRHEg_hhiCtR5Fb6hBD_iJJ7xs-440ZkrIkA","1FqTQWySizCiZJPtfFt9mpGFV4K0RSHMv","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0308","Social / Some Work","Paid Social Ads ROI, Budgeting, and Forecasting (Falcon.io) | ContactPigeon: MarTech trends 2022 roundup","Article","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Writing/Archived_PDFs/Social Media Trends for 2020 (Marketing Edition) - Taylor [PDF].pdf","artifact_candidate","35",".pdf","191259","43a01a2477660d67f2140b114feb7c3f811af594bd0fc1d8fb8e64b446cb6607","","","assets/js/some_work_data.js","6313","text-url","https://drive.google.com/file/d/1fRNRYk5Fw9amAtbkaaE5FtYmtVqFSiHD/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fRNRYk5Fw9amAtbkaaE5FtYmtVqFSiHD%26export%3Ddownload&dsh=S570785647%3A1783943919507729&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fRNRYk5Fw9amAtbkaaE5FtYmtVqFSiHD%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxu35R_rQxMAKHpIKmxJdEW-Mbni9IsNiER2YJyxQZyOCbXN3Qt8VsHMe_48HFMH8WdSOPYzRg","1fRNRYk5Fw9amAtbkaaE5FtYmtVqFSiHD","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Writing/Archived_PDFs/Social Media Trends for 2020 (Marketing Edition) - Taylor [PDF].pdf (35, artifact_candidate) | Ref Docs/Work/Writing/Archived_PDFs/Martech Trends 2022 48 Industry Experts Share - Taylor [PDF].pdf (31, artifact_candidate) | Ref Docs/Work/Writing/Example PDFs/screencapture-blog-contactpigeon-martech-trends-2022-2026-01-05-15_53_09.pdf (31, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate)",""
"rpm-0309","Social / Some Work","Meet the Team: Arthur | Meet the Team: Gaetan Herry","Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","2674","text-url","https://drive.google.com/file/d/1ftLJIJSKLDLAFNt1F_9k3Ti-zx0dSn5V/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1ftLJIJSKLDLAFNt1F_9k3Ti-zx0dSn5V%26export%3Ddownload&dsh=S1914323719%3A1783943912815725&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1ftLJIJSKLDLAFNt1F_9k3Ti-zx0dSn5V%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxuSv0XKtxMutNAO7ioQv9UeVUkBBxN__-YxHat-jt37pCqsdLdMDuURo9VS1mCsA4XPZe1NxQ","1ftLJIJSKLDLAFNt1F_9k3Ti-zx0dSn5V","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0310","Social / Some Work","Reputation Capital - Building a Business in the Dark | Wild Business Growth - What is AI and the Potential it has in Marketing","Square","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif","artifact_candidate","35",".jfif","36003","7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46","","","assets/js/some_work_data.js","5248","text-url","https://drive.google.com/file/d/1Fw31z4iYSYeTooXsaTVz8qXn3Jw1xXxO/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1Fw31z4iYSYeTooXsaTVz8qXn3Jw1xXxO%26export%3Ddownload&dsh=S-217459539%3A1783943917978928&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1Fw31z4iYSYeTooXsaTVz8qXn3Jw1xXxO%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxvRifF2CoKR78nxjGHBP7TxwZexLZ6luashoLULAz2hNIYWNwvO62rvS8NfAySeoA3WycRE","1Fw31z4iYSYeTooXsaTVz8qXn3Jw1xXxO","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (35, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (35, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (26, artifact_candidate)",""
"rpm-0311","Social / Some Work","Conviction and self-belief | Make the first one count","Landscape","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","29",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","9443","text-url","https://drive.google.com/file/d/1fWqwFItmHzybggWPPWCNgJip6aSvOJ-R/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fWqwFItmHzybggWPPWCNgJip6aSvOJ-R%26export%3Ddownload&dsh=S1258602089%3A1783943925969436&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1fWqwFItmHzybggWPPWCNgJip6aSvOJ-R%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxsfPlmP-fs8B_-4-VeVqBlDSo7Why5iFdHF0J3H9O7B7IILHKVZ8JN0PDILcXqJlpx7wQ0T","1fWqwFItmHzybggWPPWCNgJip6aSvOJ-R","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
"rpm-0312","Social / Some Work","Meet the Team: Taylor Ryan","Vertical | Square","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","2531","text-url","https://drive.google.com/file/d/1FY4vBaYWfl026JEycf-Wt0qJoRPOjeMs/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FY4vBaYWfl026JEycf-Wt0qJoRPOjeMs%26export%3Ddownload&dsh=S84258311%3A1783943912533908&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FY4vBaYWfl026JEycf-Wt0qJoRPOjeMs%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxu8__w0hGGMKdgLARNrZfIBGnEy6xaj0krtw7IAxDS45qqYdDSVCKTAG68dwZQFSMB_coXHZA","1FY4vBaYWfl026JEycf-Wt0qJoRPOjeMs","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0313","Social / Some Work","27 Content Writing Samples | Best Tools To Create An Unbelievably Attractive Business Infographic","Article","google-drive","not_public_auth_required","auth_required","200","re-share from an accessible account, replace, or hide","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Writing/Archived_PDFs/AI in Social Media - Taylor [PDF].pdf","artifact_candidate","35",".pdf","3199224","30789c999229692c7e6d16c1d851974ad443f0068d79b138a2c7043fa804d4aa","","","assets/js/some_work_data.js","1190","text-url","https://drive.google.com/file/d/1FYvAVWtWgeZU-3e8EIvPbno6VgtVuDjc/view?usp=sharing","https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FYvAVWtWgeZU-3e8EIvPbno6VgtVuDjc%26export%3Ddownload&dsh=S84258311%3A1783943909296673&followup=https%3A%2F%2Fdrive.usercontent.google.com%2Fdownload%3Fid%3D1FYvAVWtWgeZU-3e8EIvPbno6VgtVuDjc%26export%3Ddownload&passive=1209600&service=wise&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=Ac50bxsTZu-Yy6oBQKMm1n4gLMCsnEoGXfi6Di6KwuKIfIjppT6G8qsP6eONBPpfVzlgb8g0veqQsA","1FYvAVWtWgeZU-3e8EIvPbno6VgtVuDjc","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Writing/Archived_PDFs/AI in Social Media - Taylor [PDF].pdf (35, artifact_candidate) | Ref Docs/Work/Writing/Archived_PDFs/Social Media Trends for 2020 (Marketing Edition) - Taylor [PDF].pdf (35, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
